sez,LST_2025,densita_viaria_km_kmq
1373,41.91,21.153
1374,41.79,6.764
1375,42.49,62.747
1376,42.34,31.648
1377,40.73,0.0
1378,39.53,24.982
1379,39.85,29.784
1380,39.44,36.485
1381,40.28,26.933
1382,40.03,21.545
1383,39.01,13.893
1384,39.3,10.369
1385,40.3,6.962
1386,40.29,41.863
1387,40.88,26.117
1388,40.61,23.47
1389,41.06,22.038
1390,41.36,30.513
1391,41.91,15.814
1392,41.17,41.264
1393,41.87,19.187
1394,41.59,7.914
1395,41.47,12.657
1396,41.83,28.073
1397,42.06,29.682
1398,42.75,26.054
1399,41.79,20.89
1400,42.13,19.079
1401,41.94,20.758
1402,42.68,28.801
1403,42.36,29.575
1404,43.12,27.215
1405,42.75,25.34
1406,42.34,37.063
1407,42.01,30.07
1408,42.38,20.433
1409,41.65,24.749
1410,41.48,32.901
1411,41.15,23.575
1412,41.15,0.0
1413,40.42,21.334
1414,40.89,25.223
1415,40.78,29.668
1416,40.49,10.333
1417,41.36,19.654
1418,39.81,20.994
1419,40.77,8.631
1420,39.74,20.535
1421,39.78,25.805
1422,40.53,5.321
1423,39.79,16.462
1424,40.03,16.329
1425,40.18,29.78
1426,40.73,22.679
1427,40.04,8.143
1428,40.05,21.87
1429,40.0,25.035
1430,40.64,35.486
1431,40.59,6.863
1432,39.29,28.699
1433,39.35,35.365
1434,40.05,30.209
1435,40.6,26.858
1436,39.79,32.708
1437,41.22,5.058
1438,40.85,23.989
1439,40.95,21.004
1440,41.39,51.48
1441,40.99,14.105
1442,41.86,50.837
1443,40.58,18.942
1444,40.61,20.384
1445,40.79,18.046
1446,41.07,36.667
1447,40.99,34.29
1448,40.86,13.212
1449,42.06,20.28
1450,41.44,14.411
1451,41.03,0.0
1452,42.92,29.012
1453,41.66,6.224
1454,41.88,11.503
1455,42.23,29.746
1456,41.73,32.708
1457,41.55,20.155
1458,41.58,18.931
1459,41.66,5.663
1460,42.3,0.0
1461,42.21,0.0
1462,41.62,0.0
1463,41.32,0.0
1464,42.4,5.763
1465,41.74,10.698
1466,43.07,0.78
1467,42.51,47.755
1468,42.39,42.847
1469,41.87,42.053
1470,41.72,51.559
1471,41.09,44.167
1472,41.42,27.916
1473,41.4,31.737
1474,41.72,12.152
1475,40.98,16.273
1476,41.3,22.054
1477,41.23,40.666
1478,41.74,39.335
1479,41.68,32.305
1480,41.15,26.836
1481,41.58,24.107
1482,41.49,23.342
1483,41.87,32.486
1484,41.45,59.243
1485,41.78,29.351
1486,41.3,41.06
1487,40.74,32.124
1488,40.58,29.453
1489,41.08,16.379
1490,41.42,0.0
1491,42.14,17.72
1492,42.52,6.702
1493,41.56,43.167
1494,41.42,37.485
1495,41.1,35.2
1496,41.68,49.083
1497,41.88,52.104
1498,42.08,53.62
1499,42.16,14.125
1500,42.52,35.445
1501,43.23,10.679
1502,42.72,30.145
1503,42.79,35.348
1504,43.3,21.885
1505,43.24,24.575
1506,42.54,53.565
1507,42.75,26.147
1508,42.35,46.493
1509,43.17,32.585
1510,43.36,58.354
1511,43.44,65.405
1512,43.49,61.797
1513,43.48,0.0
1514,43.57,7.15
1515,43.53,59.011
1516,43.6,38.248
1517,,54.473
1518,43.65,22.843
1519,43.65,12.509
1520,43.57,24.776
1521,43.48,24.717
1522,43.6,13.583
1523,43.51,11.782
1524,43.19,11.483
1525,43.41,68.999
1526,42.79,46.417
1527,42.32,25.072
1528,42.25,45.407
1529,42.05,29.966
1530,42.22,10.487
1531,42.39,27.847
1532,41.97,34.989
1533,42.47,5.96
1534,42.5,34.127
1535,42.76,41.734
1536,42.69,87.934
1537,42.69,35.274
1538,42.69,37.012
1539,42.95,27.896
1540,42.78,29.571
1541,42.24,8.673
1542,42.33,31.545
1543,41.9,36.932
1544,41.78,22.637
1545,42.71,18.394
1546,42.48,38.487
1547,42.02,34.392
1548,41.79,20.944
1549,41.54,34.195
1550,41.54,12.791
1551,42.09,16.082
1552,42.26,32.404
1553,42.37,0.0
1554,42.37,34.528
1555,42.48,28.04
1556,42.33,16.088
1557,42.48,34.323
1558,42.55,15.368
1559,42.54,23.162
1560,42.8,32.816
1561,43.21,45.568
1562,42.52,21.011
1563,42.35,16.153
1564,42.5,42.414
1565,42.5,19.669
1566,42.95,26.465
1567,42.41,31.935
1568,42.67,26.614
1569,42.1,34.892
1570,41.85,37.703
1571,41.75,32.212
1572,41.85,35.246
1573,42.66,8.915
1574,42.54,40.125
1575,42.19,4.24
1576,42.39,21.367
1577,43.2,27.005
1578,43.26,42.766
1579,43.41,45.784
1580,42.79,22.259
1581,41.95,23.648
1582,41.73,21.733
1583,41.82,15.172
1584,42.16,12.98
1585,,0.0
1586,44.21,52.155
1587,43.73,22.734
1588,43.15,28.958
1589,44.34,56.078
1590,44.1,66.248
1591,43.14,18.47
1592,43.7,11.727
1593,44.09,24.909
1594,,85.931
1595,44.28,32.334
1596,43.73,31.609
1597,43.64,0.0
1598,,0.0
1599,43.23,42.752
1600,42.97,25.207
1601,43.38,25.874
1602,,0.0
1603,,21.788
1604,43.18,14.787
1605,43.45,39.411
1606,43.4,54.969
1607,42.88,98.513
1608,43.57,86.135
1609,43.59,47.79
1610,43.61,63.308
1611,43.7,61.516
1612,43.57,27.663
1613,43.55,19.94
1614,42.97,0.0
1615,42.45,0.602
1616,42.73,29.85
1617,43.39,22.328
1618,43.28,10.024
1620,41.95,37.72
1621,41.88,0.67
1622,41.78,52.614
1623,41.66,0.0
1624,41.49,7.93
1625,41.66,18.487
1626,42.17,22.085
1627,41.37,24.891
1628,41.33,10.551
1629,42.65,0.0
1630,42.21,7.736
1631,41.57,0.295
1632,41.44,16.069
1633,42.73,0.0
1634,42.1,28.002
1635,42.6,17.925
1636,41.7,31.77
1637,41.68,45.613
1638,41.84,46.724
1639,41.69,13.239
1640,42.03,36.183
1641,42.14,40.815
1642,41.9,23.736
1643,42.49,29.581
1644,42.04,14.985
1645,41.45,28.946
1646,41.19,27.266
1647,40.88,19.648
1648,41.07,30.259
1649,41.02,18.88
1650,40.98,30.385
1651,41.0,29.157
1652,41.25,29.147
1653,41.52,29.695
1654,41.59,38.975
1655,40.78,26.687
1656,40.73,30.244
1657,41.34,43.324
1658,40.69,41.562
1659,41.8,44.619
1660,41.35,47.471
1661,41.43,29.831
1662,41.09,41.796
1663,41.08,14.577
1664,41.29,37.571
1665,42.23,41.939
1666,42.13,33.5
1667,42.2,9.915
1668,42.16,52.254
1669,41.49,33.75
1670,39.98,7.627
1671,41.65,15.306
1672,41.23,34.729
1673,41.32,32.941
1674,41.67,8.439
1676,40.51,40.257
1677,40.54,29.31
1678,40.55,5.878
1679,40.72,24.278
1680,41.04,36.727
1681,41.84,32.303
1682,43.09,27.577
1683,42.79,26.664
1684,41.2,19.466
1685,43.59,17.743
1686,41.68,29.993
1687,42.22,20.965
1688,41.73,40.224
1689,42.7,26.671
1690,41.74,21.29
1691,42.46,17.752
1692,42.51,47.213
1693,41.58,23.331
1694,42.22,10.686
1695,42.13,50.717
1696,42.22,42.277
1697,42.31,22.151
1698,41.69,16.789
1699,40.67,24.989
1700,41.15,30.664
1701,40.91,56.232
1702,40.94,51.805
1703,41.0,22.511
1704,40.84,33.482
1705,41.02,40.109
1706,40.86,26.447
1707,41.23,68.093
1708,41.33,40.111
1709,41.34,54.873
1710,41.41,39.478
1711,41.22,44.852
1712,41.15,51.873
1713,41.38,33.898
1714,41.34,17.134
1715,41.35,24.976
1716,41.43,39.652
1717,41.96,37.34
1718,41.55,24.244
1719,41.73,32.948
1720,41.14,38.121
1721,41.13,36.061
1722,41.34,62.781
1723,41.77,20.924
1724,41.55,8.995
1725,41.15,8.414
1726,40.49,34.167
1727,40.97,37.148
1728,41.07,32.688
1729,41.63,0.0
1730,42.51,14.076
1731,42.55,33.842
1732,42.45,34.561
1733,41.49,37.628
1734,41.77,20.403
1735,42.33,50.834
1736,41.91,26.129
1737,42.7,43.231
1738,41.85,47.516
1739,41.74,57.589
1740,41.97,16.512
1741,41.93,21.886
1742,41.56,26.183
1743,41.54,46.609
1744,41.94,32.933
1745,42.4,0.0
1746,41.02,20.751
1747,41.2,61.534
1748,41.5,18.045
1749,41.32,25.638
1750,41.65,36.06
1751,42.48,20.728
1752,41.23,16.557
1753,40.23,43.714
1754,41.38,54.031
1755,41.34,18.498
1756,41.9,49.447
1757,41.7,34.065
1758,42.56,25.661
1759,42.67,36.382
1760,42.85,39.032
1762,42.46,11.126
1763,41.05,30.567
1764,42.73,26.224
1765,42.83,31.173
1766,42.71,11.441
1767,42.43,20.897
1768,42.03,24.732
1769,42.12,18.545
1770,41.76,33.444
1771,41.7,36.111
1772,41.87,15.478
1773,42.2,46.682
1774,41.78,19.5
1775,41.86,33.463
1776,41.79,43.243
1777,42.17,64.296
1778,42.8,9.669
1779,41.59,21.852
1780,41.79,19.244
1781,42.24,49.197
1783,44.08,63.025
1784,44.19,16.307
1785,42.97,6.231
1786,42.49,14.827
1787,43.39,27.967
1788,39.55,1.234
1789,40.56,28.354
1790,40.53,12.874
1791,42.57,3.053
1792,41.8,14.37
1793,43.23,18.313
1794,39.17,4.308
1795,41.16,7.99
1796,41.42,19.345
1797,41.69,49.588
1798,41.51,29.942
1799,41.72,28.204
1800,41.6,26.816
1801,42.27,27.152
1802,41.97,23.817
1803,41.03,15.641
1804,41.86,9.649
1805,40.83,31.599
1806,41.48,15.419
1807,41.19,46.21
1808,41.79,17.66
1809,41.64,50.571
1810,39.94,2.311
1811,42.53,20.903
1812,41.69,19.287
1813,41.48,17.197
1814,42.23,41.738
1815,43.15,20.168
1816,42.73,13.353
1817,42.96,27.37
1818,42.47,6.661
1819,41.89,7.467
1820,41.61,39.249
1821,41.64,22.924
1822,41.74,8.534
1823,41.81,12.8
1824,41.41,18.615
1825,41.63,19.881
1826,41.97,17.19
1827,41.94,12.946
1828,42.34,20.314
1829,41.34,12.836
1830,40.91,24.765
1831,40.8,50.086
1832,41.02,2.688
1833,41.65,14.722
1834,40.92,0.0
1835,41.13,7.983
1836,41.63,31.927
1837,40.06,0.0
1838,41.07,11.204
1839,41.01,16.702
1840,41.4,2.596
1841,41.83,22.806
1842,40.9,20.359
1843,40.89,11.22
1844,41.41,33.989
1845,42.18,12.404
1846,41.42,0.0
1847,41.41,25.974
1848,41.11,8.921
1849,40.92,11.057
1850,41.79,25.5
1851,41.39,18.081
1852,40.72,14.522
1853,41.87,14.53
1854,41.66,20.611
1855,40.93,10.552
1856,40.62,4.415
1857,41.88,15.072
1858,42.72,49.118
1859,42.48,6.718
1860,42.04,11.334
1861,41.78,9.454
1862,38.29,1.526
1863,42.04,7.111
1864,42.21,27.072
1865,42.75,11.26
1866,42.58,8.945
1867,42.07,17.645
1868,42.04,13.976
1869,42.29,8.8
1870,42.7,9.463
1871,42.81,47.69
1872,42.88,26.678
1873,42.33,12.726
1874,42.36,34.854
1875,43.5,47.757
1876,43.74,51.905
1877,42.95,23.867
1878,43.74,30.902
1879,43.17,12.778
1880,43.01,32.951
1881,42.42,11.36
1882,42.49,18.897
1883,42.11,6.986
1884,37.89,1.522
1885,42.08,16.955
1886,42.52,14.206
1887,42.28,17.108
1888,41.24,14.948
1890,41.67,10.3
1891,42.16,13.096
1892,41.48,25.533
1893,42.38,19.835
1894,41.35,12.127
1895,41.39,7.244
1896,42.24,11.901
1897,39.71,1.688
1899,41.86,9.496
1901,40.49,13.726
1902,41.16,11.381
1903,41.74,17.551
1904,41.11,14.498
1905,41.36,4.859
1906,39.99,1.588
1907,41.18,1.589
1910,40.73,16.441
1911,41.48,9.03
1912,41.66,22.173
1913,42.15,24.012
1914,41.63,4.13
1915,42.07,6.45
1916,42.11,0.032
1917,41.85,19.206
1918,41.29,3.98
1919,42.57,16.018
1921,41.94,18.786
1922,41.21,11.076
1925,42.46,0.0
1926,43.32,16.633
1928,42.46,6.985
1929,43.13,9.981
1930,43.41,10.268
1931,45.55,7.659
1932,44.52,23.318
1933,42.6,9.289
1934,43.12,13.101
1935,43.52,26.777
1936,46.73,14.677
1937,43.2,18.222
1938,43.66,12.514
1939,42.97,8.798
1940,42.81,18.291
1941,44.48,16.342
1942,42.9,0.0
1943,42.37,0.0
1944,42.27,26.188
1945,42.68,12.037
1946,42.76,38.525
1947,41.78,14.92
1948,42.53,24.625
1949,43.1,0.0
1950,42.95,3.242
1951,42.4,32.896
1952,42.68,37.726
1953,42.4,21.14
1954,42.45,31.282
1955,44.91,37.993
1956,42.62,3.913
1957,42.29,12.804
1958,41.94,40.853
1959,42.28,34.468
1960,42.11,48.835
1961,42.08,39.03
1962,42.24,39.549
1963,42.29,20.906
1964,42.37,26.254
1965,42.86,49.949
1966,42.53,34.284
1967,43.2,35.352
1968,43.66,33.467
1969,41.45,5.208
1970,41.6,50.427
1971,41.61,27.71
1972,41.69,19.985
1973,41.61,0.0
1974,41.41,39.801
1975,41.36,32.49
1976,41.17,33.408
1977,41.39,42.559
1978,41.46,30.54
1979,40.6,13.261
1980,41.18,9.962
1981,40.83,9.449
1982,41.66,9.504
1987,40.77,6.522
1988,38.98,0.0
1989,40.29,6.224
1991,41.67,21.241
1992,42.05,9.909
1993,42.47,10.928
1994,42.26,17.977
1995,42.99,10.015
1996,42.39,10.64
2001,41.58,9.751
2002,42.6,7.795
2003,43.77,10.221
2004,42.46,15.189
2005,42.98,13.561
2006,43.22,37.003
2007,42.18,19.777
2008,43.47,0.0
2009,43.88,10.681
2011,42.34,11.393
2012,41.14,17.742
2013,42.03,14.692
2014,40.43,17.776
2015,38.38,7.212
2017,40.2,7.241
2018,39.03,9.949
2019,39.27,7.859
2020,40.37,8.324
2021,39.76,14.036
2022,40.16,11.349
2023,40.69,12.619
2024,40.49,10.529
2025,38.44,15.335
2026,38.68,7.513
2027,41.19,12.434
2028,41.13,10.948
2029,42.29,13.076
2030,41.54,19.233
2031,41.81,16.497
2032,42.5,32.965
2033,42.17,15.655
2034,41.66,7.851
2035,42.31,0.0
2036,41.44,26.451
2037,42.12,12.997
2038,41.53,29.374
2039,42.13,15.962
2040,42.52,34.115
2041,42.46,8.356
2042,42.02,17.878
2043,41.89,35.03
2044,42.54,13.601
2045,42.2,15.468
2046,40.98,14.374
2047,40.06,1.701
2048,40.69,29.991
2049,40.39,16.734
2050,41.14,19.07
2051,42.05,12.196
2053,41.9,27.131
2054,41.25,17.473
2055,41.01,11.738
2056,40.33,10.129
2058,38.93,16.192
2059,40.42,8.265
2060,38.84,10.103
2061,39.81,10.859
2062,38.56,17.115
2063,40.98,5.287
2064,41.23,8.762
2065,40.42,9.338
2066,41.41,5.551
2067,41.37,9.704
2068,41.41,4.168
2069,41.76,6.514
2070,41.34,12.753
2071,41.04,6.836
2072,41.09,8.227
2073,41.52,6.468
2074,41.95,25.033
2075,40.94,21.496
2076,40.33,28.024
2077,40.2,42.683
2078,39.56,53.49
2079,39.94,25.612
2080,41.05,38.551
2081,41.28,31.398
2082,40.4,32.777
2083,41.31,14.623
2084,40.68,26.647
2085,40.63,15.033
2086,40.73,60.24
2087,41.23,29.405
2088,41.66,13.169
2089,41.98,15.071
2090,42.13,29.2
2091,41.61,24.399
2092,41.85,16.837
2093,42.86,23.578
2094,42.19,16.442
2095,41.89,21.934
2096,41.29,12.806
2097,41.7,23.964
2098,40.64,8.009
2099,40.39,13.788
2100,40.74,6.324
2101,41.54,10.265
2102,41.52,30.261
2103,41.64,11.702
2104,41.93,19.305
2105,42.09,13.502
2106,39.98,20.835
2108,42.3,17.593
2109,41.88,14.687
2110,41.26,25.994
2111,40.16,32.815
2112,40.1,7.24
2113,42.35,13.819
2114,43.45,15.338
2115,42.35,11.145
2116,41.61,26.522
2117,41.23,13.913
2118,43.87,20.323
2119,40.96,9.383
2120,41.34,11.417
2121,43.26,22.454
2122,43.4,21.034
2123,42.4,13.638
2124,42.85,22.31
2125,42.5,32.647
2126,42.76,20.017
2127,43.47,2.589
2128,44.45,22.8
2129,44.33,24.607
2130,43.4,21.097
2131,44.06,12.375
2132,40.52,0.577
2133,41.63,5.808
2134,41.99,12.125
2136,39.86,26.377
2137,41.19,31.001
2138,41.42,14.658
2139,40.04,15.43
2140,40.43,15.237
2141,43.16,7.444
2142,42.88,18.905
2143,42.0,7.743
2144,41.39,19.11
2145,42.38,28.202
2146,42.93,34.438
2147,42.5,13.21
2148,42.08,3.181
2149,42.69,1.004
2150,43.04,14.666
2151,41.09,5.694
2152,40.01,10.587
2153,41.05,22.194
2154,41.86,17.771
2155,40.49,29.363
2156,40.65,0.0
2157,41.05,5.469
2158,40.01,16.843
2159,42.43,16.824
2160,41.18,12.175
2161,41.55,18.339
2162,42.53,7.44
2163,40.74,10.926
2164,41.98,12.818
2165,41.29,22.403
2166,41.02,20.176
2167,41.69,12.497
2168,41.61,23.455
2169,42.52,24.1
2170,40.81,5.525
2171,41.55,26.027
2172,41.86,35.831
2173,41.85,31.441
2174,42.53,32.12
2175,41.99,27.077
2176,42.3,6.286
2177,43.65,73.553
2178,43.08,18.686
2179,41.8,25.402
2180,43.31,19.603
2181,40.41,11.788
2182,41.45,9.424
2183,41.51,5.272
2184,40.69,10.605
2185,40.28,6.874
2186,41.65,11.933
2187,42.65,12.006
2188,41.47,15.203
2189,41.23,9.552
2190,41.92,9.796
2191,41.37,17.536
2192,40.5,6.577
2193,40.9,2.602
2194,40.71,13.836
2195,40.87,25.836
2196,41.32,6.83
2197,42.11,21.845
2198,41.83,15.533
2199,42.7,3.333
2200,42.43,15.485
2201,43.12,14.527
2202,42.18,20.731
2203,42.29,18.398
2204,43.12,28.019
2205,43.16,14.666
2206,42.16,35.579
2207,43.1,19.926
2208,42.45,8.856
2209,42.49,0.0
2211,42.67,16.18
2212,43.42,37.538
2213,43.22,25.658
2214,43.53,16.006
2215,43.43,26.36
2216,43.3,19.842
2217,43.66,13.575
2218,42.58,36.662
2219,43.77,7.237
2220,43.18,20.015
2221,42.38,9.778
2222,41.7,6.543
2223,41.48,14.156
2224,42.63,28.476
2225,42.12,9.091
2226,40.88,10.38
2227,42.03,12.347
2228,43.09,14.343
2229,41.78,7.36
2230,42.47,28.344
2231,41.42,3.21
2232,42.2,13.079
2233,43.03,3.761
2234,42.51,28.161
2235,42.99,8.436
2236,41.76,0.0
2237,42.28,8.86
2239,42.43,7.93
2240,42.32,13.977
2241,42.83,13.974
2242,42.93,19.313
2243,41.64,13.189
2244,39.16,11.412
2247,41.76,10.49
2248,41.86,26.393
2249,41.0,25.09
2250,41.23,21.11
2251,41.26,21.612
2252,42.26,27.046
2253,40.63,46.493
2254,39.51,36.811
2255,40.13,21.899
2256,41.08,32.967
2257,40.56,16.118
2258,41.9,16.595
2259,41.54,23.998
2260,41.03,20.815
2261,40.16,18.094
2262,40.01,19.294
2263,40.18,21.128
2264,41.42,10.344
2265,40.36,13.162
2266,39.6,21.541
2267,39.87,36.946
2268,40.68,28.114
2269,40.35,12.185
2270,40.21,17.151
2271,40.15,9.561
2272,41.16,26.619
2273,40.56,12.094
2274,40.49,20.81
2275,40.53,21.319
2276,41.08,36.418
2277,40.82,13.669
2278,41.42,32.234
2279,40.53,20.934
2280,40.37,23.573
2281,41.47,26.552
2283,43.75,10.812
2284,40.85,19.467
2285,41.71,34.797
2286,41.77,4.952
2287,41.73,5.951
2288,42.94,32.016
2289,41.28,9.331
2290,42.6,23.757
2291,41.41,18.348
2292,41.73,17.944
2293,42.47,25.345
2294,42.55,12.691
2295,42.16,36.23
2296,42.44,37.276
2297,42.4,25.625
2298,42.14,25.239
2299,42.0,43.102
2300,41.94,21.998
2301,42.66,18.022
2302,42.85,34.476
2303,42.2,17.82
2304,42.55,21.508
2305,41.93,42.793
2306,43.0,19.245
2307,42.32,32.868
2308,42.38,13.319
2309,41.52,21.044
2310,41.57,15.264
2311,42.26,17.585
2312,41.36,17.371
2313,42.07,36.804
2314,42.79,8.836
2315,43.7,22.059
2316,42.59,21.841
2317,42.21,12.93
2318,42.92,0.273
2319,42.34,23.466
2320,42.38,12.155
2321,42.72,10.417
2322,45.15,20.744
2323,41.32,12.448
2324,42.41,23.011
2325,41.54,19.344
2326,40.63,12.893
2327,38.85,9.885
2328,40.6,14.951
2329,39.64,9.016
2330,39.42,9.04
2331,41.4,5.744
2332,41.51,4.896
2333,41.0,11.985
2334,41.01,25.158
2335,38.74,17.881
2336,40.87,14.633
2337,41.92,17.371
2338,41.19,42.321
2339,40.85,24.931
2341,39.84,10.729
2342,38.77,11.739
2343,38.56,24.04
2344,39.04,29.188
2345,39.82,43.498
2346,39.71,21.539
2347,40.01,31.695
2348,38.9,13.544
2349,40.18,12.436
2350,40.07,20.764
2351,37.52,14.447
2352,39.72,14.375
2353,39.3,25.177
2354,39.05,13.915
2355,40.23,8.07
2356,41.45,49.05
2357,40.27,13.215
2358,40.68,22.972
2359,41.1,36.094
2360,38.82,0.4
2361,38.35,16.359
2362,38.88,16.319
2363,38.69,15.706
2364,37.95,34.563
2365,38.36,14.691
2366,38.02,19.515
2367,39.02,5.233
2368,40.3,17.065
2369,39.02,21.208
2370,39.7,25.816
2371,37.94,9.04
2372,37.3,23.066
2373,35.92,16.456
2374,36.49,29.295
2375,35.68,13.199
2376,38.28,11.507
2377,41.19,11.415
2378,42.2,17.839
2379,40.73,12.444
2380,42.02,8.063
2381,43.2,20.957
2382,41.97,17.277
2383,43.57,22.969
2384,43.86,20.386
2385,43.32,37.681
2386,42.69,22.658
2387,42.19,15.611
2388,41.98,20.743
2389,42.28,19.592
2390,41.54,11.716
2391,41.37,23.555
2392,41.04,31.304
2393,41.53,29.287
2394,42.61,17.027
2395,42.3,42.806
2396,42.23,20.43
2397,41.44,20.125
2398,42.21,11.328
2399,42.51,18.52
2400,43.15,29.752
2401,43.25,16.235
2402,43.21,26.046
2404,41.56,12.822
2405,41.6,13.801
2406,40.09,16.882
2407,38.57,22.403
2409,41.02,3.535
2410,41.81,30.326
2411,42.71,17.705
2412,42.62,25.076
2413,43.6,15.185
2414,41.87,23.598
2415,41.07,26.464
2416,41.04,35.138
2417,41.58,22.72
2418,42.03,21.831
2419,41.34,11.263
2420,45.14,10.281
2421,42.68,28.644
2422,42.23,23.487
2423,41.77,30.108
2424,43.2,17.444
2425,38.56,14.932
2426,42.96,36.814
2427,42.63,33.892
2428,41.65,32.074
2429,42.41,19.604
2430,43.07,29.39
2431,42.81,28.313
2432,42.97,38.352
2433,42.86,30.589
2434,42.81,31.489
2435,40.84,14.567
2436,42.96,32.4
2437,41.93,35.274
2438,42.65,9.729
2439,42.9,28.729
2440,42.88,28.26
2441,41.81,23.149
2442,41.56,21.706
2443,41.99,19.564
2444,42.84,17.92
2445,40.71,19.808
2446,40.0,14.319
2447,41.22,21.878
2448,41.82,12.579
2449,41.35,16.5
2450,41.94,18.538
2451,41.45,25.199
2452,41.54,24.327
2453,41.42,36.337
2454,40.79,10.408
2455,41.26,13.811
2456,41.8,11.755
2457,41.64,15.567
2458,44.07,12.757
2459,43.16,5.542
2460,41.44,3.773
2461,41.09,13.233
2462,37.14,14.593
2463,41.28,21.417
2464,41.21,24.914
2465,40.18,9.022
2467,42.08,11.267
2468,40.08,16.015
2469,40.17,26.715
2481,39.75,5.332
2482,38.87,15.384
2483,37.76,3.615
2493,38.14,9.116
2496,43.94,28.525
2498,39.59,15.553
2500,38.47,9.724
2501,42.21,1.004
2502,41.69,3.85
2503,42.87,12.905
2504,40.72,9.255
2506,40.76,5.703
2507,39.99,8.253
2508,41.64,3.092
2509,43.56,2.654
2510,39.96,15.883
2512,40.2,14.734
2515,38.5,16.581
2518,42.94,23.235
2519,43.01,25.56
2522,40.79,6.117
2524,41.76,10.129
2525,40.76,6.012
2526,43.02,6.311
2527,41.98,26.315
2531,40.99,13.492
2535,42.18,6.476
2536,42.18,5.946
2539,42.81,37.749
2540,41.17,21.361
2543,39.85,11.5
2544,43.82,12.558
2546,41.99,30.23
2549,40.59,13.093
2552,39.33,18.558
2553,41.01,12.083
2554,39.5,17.319
2555,41.76,16.84
2559,39.81,4.51
2560,39.12,38.435
2561,38.74,17.525
2562,37.93,14.077
2566,43.44,37.881
2567,41.73,30.484
2568,43.5,6.824
2571,44.16,47.342
2572,41.51,33.311
2573,40.22,21.736
2576,40.06,34.66
2577,37.91,9.334
2582,39.12,2.638
2584,41.75,12.856
2585,40.36,0.0
2588,43.41,25.425
2591,42.14,4.004
2597,42.28,43.364
2598,41.32,17.863
2599,42.68,29.575
2600,40.22,21.581
2601,41.5,7.924
2602,41.43,6.239
2604,41.82,33.278
2607,41.91,6.517
2608,42.07,52.201
2609,41.09,38.853
2610,40.99,0.0
2611,41.32,0.0
2612,41.94,12.464
2613,41.71,17.226
2614,41.32,31.983
2618,41.7,21.386
2619,42.05,17.682
2626,42.5,33.761
2627,39.54,7.223
2628,41.46,9.255
2629,41.68,21.393
2630,42.48,43.448
2631,40.8,13.781
2632,41.69,25.245
2633,41.66,21.808
2634,41.42,24.899
2636,41.57,21.981
2637,40.07,5.458
2638,41.61,21.396
2639,41.29,11.26
2640,40.54,39.631
2641,39.02,11.379
2642,40.39,7.727
2643,41.7,2.755
2644,41.78,6.104
2645,43.17,15.505
2646,39.77,21.135
2647,39.61,12.26
2648,42.5,25.375
2649,40.63,3.065
2650,41.62,8.045
2652,40.16,8.098
2653,42.81,14.185
2654,43.49,3.225
2655,42.0,10.71
2656,42.13,21.159
2657,40.32,12.768
2658,42.56,8.535
2659,42.68,5.368
2660,42.55,8.287
2661,41.64,17.554
2662,39.22,9.928
2663,40.96,31.892
2664,39.92,13.511
2665,41.53,17.183
2666,42.51,26.127
2667,41.56,12.052
2668,41.63,5.864
2669,39.13,9.346
2670,42.47,0.0
2671,42.16,8.755
2673,42.3,12.124
2674,43.18,6.609
2675,41.91,11.254
2676,42.07,8.102
2677,42.21,1.258
2678,43.32,30.303
2679,38.83,12.816
2680,42.77,12.113
2681,42.11,20.931
2682,41.64,32.843
2683,40.16,42.624
2684,42.24,13.865
2685,40.63,27.052
2686,40.72,31.721
2687,40.81,1.401
2689,41.06,25.725
2690,41.8,8.643
2691,43.09,31.702
2692,42.65,15.134
2693,43.95,25.794
2694,41.92,23.189
2695,42.58,33.243
2696,41.16,17.916
2697,41.58,13.142
2698,39.32,9.401
2699,41.78,26.721
2700,39.87,22.954
2701,42.74,13.053
2702,38.03,16.641
2703,41.02,26.991
2704,40.73,25.654
2705,40.65,26.893
2706,41.02,43.121
2707,40.23,10.218
2708,40.21,23.484
2709,40.9,25.674
2710,40.5,15.089
2711,39.0,31.59
2712,38.54,21.891
2713,37.68,11.629
2714,36.72,18.575
2715,39.57,14.438
2716,41.57,16.381
2717,40.74,10.408
2718,37.52,27.266
2719,39.7,26.25
2720,39.17,16.176
2721,40.04,43.139
2722,39.34,16.262
2723,38.75,0.0
2724,39.22,18.789
2725,39.19,23.885
2726,39.37,9.668
2727,38.57,11.471
2728,37.95,12.639
2729,40.42,20.38
2730,41.71,28.33
2731,38.59,14.764
2732,39.86,11.748
2733,39.91,12.986
2734,41.23,11.035
2735,39.28,20.756
2736,39.09,11.311
2737,39.06,15.159
2738,39.53,19.18
2739,40.22,15.947
2740,39.22,37.99
2741,38.7,19.441
2742,36.25,1.366
2743,38.45,23.653
2744,38.28,10.196
2745,38.12,20.98
2746,38.41,27.976
2747,38.13,14.848
2748,37.57,14.515
2749,38.21,12.081
2750,39.4,37.458
2751,38.1,21.039
2752,38.19,0.0
2753,38.32,21.429
2754,39.04,23.489
2755,37.82,10.062
2756,39.18,16.287
2757,39.27,19.503
2758,38.41,15.959
2759,38.19,24.716
2760,39.12,17.696
2761,39.16,4.218
2762,40.08,5.173
2763,38.86,16.371
2764,38.55,14.345
2765,39.91,18.473
2766,38.65,16.916
2767,39.57,25.321
2768,38.87,17.244
2769,38.08,17.678
